,player,total_workers,total_army_value,total_army,time,fraction,winner,replay_filename
705,Lambo,40,1950,23,445,Z,1,replays/2ndRun\8e26dee15aa145e3bbd9effca276fee9.SC2Replay
706,Elroye,41,2200,19,451,Z,0,replays/2ndRun\8e26dee15aa145e3bbd9effca276fee9.SC2Replay
707,Neeb,72,3225,14,771,P,1,replays/2ndRun\8e401cdad8734d3982b3f6e53d78fa4d.SC2Replay
708,intense,69,6700,65,899,T,0,replays/2ndRun\8e401cdad8734d3982b3f6e53d78fa4d.SC2Replay
709,Zest,46,1575,6,458,P,1,replays/2ndRun\8e4b28d95c154d40af5bf9abac5cedb4.SC2Replay
710,NightEnD,41,750,5,463,P,0,replays/2ndRun\8e4b28d95c154d40af5bf9abac5cedb4.SC2Replay
711,PartinG,50,900,4,615,P,0,replays/2ndRun\8e52342e71fb4238aab17eb8178de2c3.SC2Replay
712,GOStephano,50,3850,73,535,Z,1,replays/2ndRun\8e52342e71fb4238aab17eb8178de2c3.SC2Replay
713,niceq,71,6500,65,887,T,0,replays/2ndRun\8e55a7cca3e34d61a541f5667996f84d.SC2Replay
714,ParanOid,68,7250,107,786,Z,1,replays/2ndRun\8e55a7cca3e34d61a541f5667996f84d.SC2Replay
715,ShoWTimE,55,2275,12,906,P,1,replays/2ndRun\8e605bb4c599455f8c8948bf44d3acdf.SC2Replay
716,Kelazhur,48,5300,63,1066,T,0,replays/2ndRun\8e605bb4c599455f8c8948bf44d3acdf.SC2Replay
717,Harstem,56,1300,6,509,P,1,replays/2ndRun\8e72245ed00349698cc89d14b9d5218c.SC2Replay
718,Neuro,56,2425,45,476,Z,0,replays/2ndRun\8e72245ed00349698cc89d14b9d5218c.SC2Replay
719,Stephano,56,4325,48,579,Z,1,replays/2ndRun\8e7a06dc0db44ac08147e8c802147191.SC2Replay
720,Zest,56,1300,6,584,P,0,replays/2ndRun\8e7a06dc0db44ac08147e8c802147191.SC2Replay
721,Kelazhur,64,1325,9,633,T,1,replays/2ndRun\8ed42efacf8e4151a556cf282c296155.SC2Replay
722,Namshar,68,2525,31,634,Z,0,replays/2ndRun\8ed42efacf8e4151a556cf282c296155.SC2Replay
723,Neeb,53,1775,10,606,P,0,replays/2ndRun\8ed830810ba1458b8c066b7fcf072e5b.SC2Replay
724,uThermal,44,1675,20,604,T,1,replays/2ndRun\8ed830810ba1458b8c066b7fcf072e5b.SC2Replay
725,Denver,56,2175,27,466,Z,1,replays/2ndRun\8ede37e630574828bf9b0da887634237.SC2Replay
726,Hjax,47,1100,5,418,P,0,replays/2ndRun\8ede37e630574828bf9b0da887634237.SC2Replay
727,DnS,20,350,2,221,P,1,replays/2ndRun\8f03f478806c4aafa8c3eeb9ecbd3877.SC2Replay
728,Frontstab,21,350,2,525,P,0,replays/2ndRun\8f03f478806c4aafa8c3eeb9ecbd3877.SC2Replay
729,NonY,39,275,2,341,P,1,replays/2ndRun\8f1543c93fed485bbb8dcffae6178f29.SC2Replay
730,Pono,34,750,6,335,Z,0,replays/2ndRun\8f1543c93fed485bbb8dcffae6178f29.SC2Replay
731,Harstem,40,2150,10,513,P,1,replays/2ndRun\8f224dbf06384fd6953b2db1e692059c.SC2Replay
732,Gauss,38,1125,5,518,P,0,replays/2ndRun\8f224dbf06384fd6953b2db1e692059c.SC2Replay
733,SouLeer,25,1350,27,368,Z,0,replays/2ndRun\8f2cebe417bb4b3dba82df01577efb75.SC2Replay
734,llllllllllll,41,675,3,365,P,1,replays/2ndRun\8f2cebe417bb4b3dba82df01577efb75.SC2Replay
735,SortOf,55,8100,54,1330,Z,1,replays/2ndRun\8f3c6281a20d4d4d9aa90e10c1f1f8aa.SC2Replay
736,RlSky,66,11175,84,1387,Z,0,replays/2ndRun\8f3c6281a20d4d4d9aa90e10c1f1f8aa.SC2Replay
737,EnvyusViolet,44,2250,20,468,Z,1,replays/2ndRun\8f4838468601450fb1b53800549f0a3c.SC2Replay
738,iGXiGua,37,2825,27,469,Z,0,replays/2ndRun\8f4838468601450fb1b53800549f0a3c.SC2Replay
739,TLO,21,200,2,137,Z,1,replays/2ndRun\8f5029106f244504b62264b1ee6f6ade.SC2Replay
740,Alexander,17,50,1,164,T,0,replays/2ndRun\8f5029106f244504b62264b1ee6f6ade.SC2Replay
741,Patience,18,0,0,96,P,1,replays/2ndRun\8f5391c4305044918e590bd88e23d289.SC2Replay
742,Zest,21,0,0,137,P,0,replays/2ndRun\8f5391c4305044918e590bd88e23d289.SC2Replay
743,MaNa,72,2825,10,625,P,0,replays/2ndRun\8f5764683e42422f91a9272e0666bb16.SC2Replay
744,Serral,81,5925,58,676,Z,1,replays/2ndRun\8f5764683e42422f91a9272e0666bb16.SC2Replay
745,ShoWTimE,56,3350,10,1051,P,0,replays/2ndRun\8f608d27cb4841dbb4a7f3a778d3cadc.SC2Replay
746,AxImpact,62,10925,85,984,Z,1,replays/2ndRun\8f608d27cb4841dbb4a7f3a778d3cadc.SC2Replay
747,SortOf,77,5650,74,734,Z,1,replays/2ndRun\8f6878f637614450b99836e38661f07a.SC2Replay
748,Time,53,2825,33,740,T,0,replays/2ndRun\8f6878f637614450b99836e38661f07a.SC2Replay
749,Erik,50,2950,27,527,Z,0,replays/2ndRun\8f89f0b011214e3fab67ee2601309001.SC2Replay
750,Cham,40,3050,31,563,Z,1,replays/2ndRun\8f89f0b011214e3fab67ee2601309001.SC2Replay
751,GOStephano,16,700,14,203,Z,1,replays/2ndRun\8f986cbdf630480db21fdb7fd85ce356.SC2Replay
752,lIIllllIIlll,17,300,6,202,T,0,replays/2ndRun\8f986cbdf630480db21fdb7fd85ce356.SC2Replay
753,LiquidMaNa,62,4275,15,989,P,1,replays/2ndRun\8fae19b31cd742e6afc048dc022271f6.SC2Replay
754,Patience,67,3900,13,974,P,0,replays/2ndRun\8fae19b31cd742e6afc048dc022271f6.SC2Replay
755,Bly,18,400,10,200,Z,1,replays/2ndRun\8fb4b493c5334046a1a8c50ff2ec0a7f.SC2Replay
756,Seventy,22,225,2,212,P,0,replays/2ndRun\8fb4b493c5334046a1a8c50ff2ec0a7f.SC2Replay
757,SortOf,63,3775,44,621,Z,0,replays/2ndRun\8ffc4ef391814bf6a785d792d0771dc3.SC2Replay
758,PiLiPiLi,67,3875,17,596,P,1,replays/2ndRun\8ffc4ef391814bf6a785d792d0771dc3.SC2Replay
759,HeroMarine,71,4425,54,728,T,0,replays/2ndRun\9a1b70241cf244c49461976df013ca88.SC2Replay
760,soO,75,5850,107,711,Z,1,replays/2ndRun\9a1b70241cf244c49461976df013ca88.SC2Replay
761,JimRising,35,2450,31,430,Z,0,replays/2ndRun\9a1bc03ed51c439287318e080e6a0dff.SC2Replay
762,Light,51,1950,22,591,T,1,replays/2ndRun\9a1bc03ed51c439287318e080e6a0dff.SC2Replay
763,daydrA,37,1575,22,544,Z,1,replays/2ndRun\9a562e86ad81475ca11a842a04c0fd53.SC2Replay
764,Nistic,26,1625,20,515,Z,0,replays/2ndRun\9a562e86ad81475ca11a842a04c0fd53.SC2Replay
765,TLO,53,2550,47,456,Z,1,replays/2ndRun\9a6058b4175c45208aed0bc8abda5260.SC2Replay
766,AlienViruz,33,1300,13,446,T,0,replays/2ndRun\9a6058b4175c45208aed0bc8abda5260.SC2Replay
767,Bly,21,575,9,492,Z,1,replays/2ndRun\9a60f3a2607341239aafe6609f095727.SC2Replay
768,EnDerr,13,600,18,214,Z,0,replays/2ndRun\9a60f3a2607341239aafe6609f095727.SC2Replay
769,Namshar,48,1250,15,376,Z,1,replays/2ndRun\9a6c4bcbcba04d20bdc122f68833968d.SC2Replay
770,Elazer,53,1300,15,376,Z,0,replays/2ndRun\9a6c4bcbcba04d20bdc122f68833968d.SC2Replay
771,RaiN,12,0,0,0,P,0,replays/2ndRun\9a71ea61fa4b48deaeadfc66c5a2f2c0.SC2Replay
772,Oobios,12,100,1,0,Z,1,replays/2ndRun\9a71ea61fa4b48deaeadfc66c5a2f2c0.SC2Replay
773,TIME,50,975,6,595,T,1,replays/2ndRun\9a8173b47bb0467d8762b5cff5e4e1f0.SC2Replay
774,iGiA,48,3100,33,609,Z,0,replays/2ndRun\9a8173b47bb0467d8762b5cff5e4e1f0.SC2Replay
775,Kelazhur,30,1100,6,388,T,1,replays/2ndRun\9a8f31c96ba1411d95ca3b4d9f6e7600.SC2Replay
776,Dolan,29,600,4,387,T,0,replays/2ndRun\9a8f31c96ba1411d95ca3b4d9f6e7600.SC2Replay
777,Scarlett,60,1975,24,524,Z,0,replays/2ndRun\9aa6195bae824820985cdae5de186b68.SC2Replay
778,TIME,47,625,8,523,T,1,replays/2ndRun\9aa6195bae824820985cdae5de186b68.SC2Replay
779,Lambo,66,6700,57,675,Z,1,replays/2ndRun\9ab689b42ff448c0ab5fd77f46b72d9f.SC2Replay
780,soO,63,8225,70,676,Z,0,replays/2ndRun\9ab689b42ff448c0ab5fd77f46b72d9f.SC2Replay
781,Zest,55,1700,8,643,P,1,replays/2ndRun\9aba6756accb49008c4c48e5d39b0925.SC2Replay
782,Stats,54,2300,10,658,P,0,replays/2ndRun\9aba6756accb49008c4c48e5d39b0925.SC2Replay
783,ShoWTimE,66,6330,33,826,P,1,replays/2ndRun\9ac435bfcde846cc99659c3382e08b34.SC2Replay
784,Neeb,79,3950,15,746,P,0,replays/2ndRun\9ac435bfcde846cc99659c3382e08b34.SC2Replay
785,Snute,63,16650,90,1695,Z,0,replays/2ndRun\9ac9ec7ed92746fabd5a18b6d76ca7f5.SC2Replay
786,Has,75,13380,117,1515,P,1,replays/2ndRun\9ac9ec7ed92746fabd5a18b6d76ca7f5.SC2Replay
787,ByuN,50,4700,52,665,T,0,replays/2ndRun\9ada818a551749e1b6337f4b71485fc3.SC2Replay
788,Ryung,51,4725,50,667,T,1,replays/2ndRun\9ada818a551749e1b6337f4b71485fc3.SC2Replay
789,Serral,67,1975,21,500,Z,1,replays/2ndRun\9adbee9d739c4f72953c8b33ce7274ee.SC2Replay
790,ShoWTimE,61,1600,8,503,P,0,replays/2ndRun\9adbee9d739c4f72953c8b33ce7274ee.SC2Replay
791,Rose,18,500,20,200,Z,0,replays/2ndRun\9b042352c766453ea8573153ebefb9d2.SC2Replay
792,Fist,14,800,18,202,Z,1,replays/2ndRun\9b042352c766453ea8573153ebefb9d2.SC2Replay
793,puCK,67,1850,8,682,P,0,replays/2ndRun\9b0ba86a5ea14d26ae2fac2d1b0ed4a4.SC2Replay
794,CMStormPolt,60,4325,58,757,T,1,replays/2ndRun\9b0ba86a5ea14d26ae2fac2d1b0ed4a4.SC2Replay
795,McMonroe,67,4400,73,690,Z,0,replays/2ndRun\9b105fce006f42a9966448b096440bc2.SC2Replay
796,Optimus,68,2800,39,684,T,1,replays/2ndRun\9b105fce006f42a9966448b096440bc2.SC2Replay
797,Hydra,14,750,16,193,Z,1,replays/2ndRun\9b146555ef3f411697c089a68ae2e5d2.SC2Replay
798,Elazer,21,350,5,196,Z,0,replays/2ndRun\9b146555ef3f411697c089a68ae2e5d2.SC2Replay
799,HeroMarine,47,850,15,448,T,0,replays/2ndRun\9b294cd3bfde45f6aeeeb95d20f55dcf.SC2Replay
800,Elazer,61,2000,32,567,Z,1,replays/2ndRun\9b294cd3bfde45f6aeeeb95d20f55dcf.SC2Replay
801,HuK,40,475,3,424,P,1,replays/2ndRun\9b2d3e7c87d64a30ae895d4eb0aa3033.SC2Replay
802,PiG,60,2000,34,502,Z,0,replays/2ndRun\9b2d3e7c87d64a30ae895d4eb0aa3033.SC2Replay
803,soul,46,1650,16,513,T,1,replays/2ndRun\9b4d1dc54edc41509ef30ca5f21286a6.SC2Replay
804,MightyKiwi,44,3100,54,513,Z,0,replays/2ndRun\9b4d1dc54edc41509ef30ca5f21286a6.SC2Replay
805,Scarlett,61,8025,78,757,Z,0,replays/2ndRun\9b6967fe29024236a10c8de66d46f218.SC2Replay
806,Serral,67,7375,61,757,Z,1,replays/2ndRun\9b6967fe29024236a10c8de66d46f218.SC2Replay
807,Serral,12,100,1,15,Z,1,replays/2ndRun\9b74f9262fad45d3a439056855cce1c6.SC2Replay
808,SpeCial,13,0,0,17,T,0,replays/2ndRun\9b74f9262fad45d3a439056855cce1c6.SC2Replay
809,TRUE,57,10875,137,884,Z,1,replays/2ndRun\9b7946a8a8f0462ebcf3517675926a1b.SC2Replay
810,Bails,69,2325,8,764,P,0,replays/2ndRun\9b7946a8a8f0462ebcf3517675926a1b.SC2Replay
811,Lambo,89,9850,68,873,Z,1,replays/2ndRun\9b8b4a0c28f845aba08c60150e4509fc.SC2Replay
812,LiquidMaNa,84,4825,18,840,P,0,replays/2ndRun\9b8b4a0c28f845aba08c60150e4509fc.SC2Replay
813,Clem,40,1475,17,427,T,0,replays/2ndRun\9b96b80b7df04b74ba22d6d1fd497ac2.SC2Replay
814,Harstem,55,2175,8,541,P,1,replays/2ndRun\9b96b80b7df04b74ba22d6d1fd497ac2.SC2Replay
815,SpeCial,61,5300,57,846,T,0,replays/2ndRun\9bb98682b78646fdb5fe58fcbfcaf72a.SC2Replay
816,Neeb,61,2675,12,665,P,1,replays/2ndRun\9bb98682b78646fdb5fe58fcbfcaf72a.SC2Replay
817,PtitDrogo,44,800,4,390,P,1,replays/2ndRun\9bcddb48eaff491596168c383a0fbc51.SC2Replay
818,Reynor,47,1300,17,381,Z,0,replays/2ndRun\9bcddb48eaff491596168c383a0fbc51.SC2Replay
819,Happy,64,4950,53,750,T,1,replays/2ndRun\9beb608cd9cf4be0937007e54b4fb1b2.SC2Replay
820,LiquidMaNa,63,900,5,709,P,0,replays/2ndRun\9beb608cd9cf4be0937007e54b4fb1b2.SC2Replay
821,MaNa,50,900,4,499,P,1,replays/2ndRun\9bff4ba444ab4433a45bf31b97a4bb2d.SC2Replay
822,ViBE,55,2200,17,460,Z,0,replays/2ndRun\9bff4ba444ab4433a45bf31b97a4bb2d.SC2Replay
823,Creature,62,6150,23,825,P,0,replays/2ndRun\9c0ec84030d7478a8b7a90c948aa2c73.SC2Replay
824,Mokomi,56,6850,26,816,P,1,replays/2ndRun\9c0ec84030d7478a8b7a90c948aa2c73.SC2Replay
825,Snute,76,8300,73,730,Z,1,replays/2ndRun\9c25a986c8894c49b733ff4147626223.SC2Replay
826,Has,81,7175,25,775,P,0,replays/2ndRun\9c25a986c8894c49b733ff4147626223.SC2Replay
827,MightyKiwi,36,1875,39,452,Z,1,replays/2ndRun\9c3310ecdea5434588e79fc3a04da1e7.SC2Replay
828,ZergGirl,22,1825,46,449,Z,0,replays/2ndRun\9c3310ecdea5434588e79fc3a04da1e7.SC2Replay
829,INnoVation,66,6575,79,945,T,1,replays/2ndRun\9c799a8a4b3f4660b31e7d106c3302b6.SC2Replay
830,Dark,78,12675,185,947,Z,0,replays/2ndRun\9c799a8a4b3f4660b31e7d106c3302b6.SC2Replay
831,TYTY,35,1975,19,525,T,1,replays/2ndRun\9cc45102cd744647ba53ba8ffbeac615.SC2Replay
832,llllllllllll,44,375,3,395,P,0,replays/2ndRun\9cc45102cd744647ba53ba8ffbeac615.SC2Replay
